genus,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Rollieria,183.000,155.700,4,2,0.0125
Roloboceras,125.450,122.460,3,0,NaN
Romaniceras,150.800,89.300,22,10,0.1762
Romanites,242.000,235.000,6,0,NaN
Romingeria,428.200,388.100,15,0,NaN
Ronconites,247.200,242.000,3,0,NaN
Rondocephalus,516.000,513.000,4,0,NaN
Rongjiangoceras,254.000,252.300,1,0,NaN
Ropalonaria,449.500,164.700,8,8,0.0396
Rorespirifer,272.500,268.000,1,1,0.0062
Rorringtonia,449.500,443.700,2,2,0.0125
Rosella,478.600,468.100,1,0,NaN
Rosenella,460.900,421.300,4,0,NaN
Rossaspis,488.300,478.600,7,0,NaN
Rosseliana,40.400,28.400,2,0,NaN
Rossella,89.300,85.800,6,0,NaN
Rossiodus,235.000,221.500,2,0,NaN
Rossirhynchus,360.700,345.300,3,0,NaN
Rossoceras,471.800,460.900,2,0,NaN
Rossocyathella,516.000,513.000,1,0,NaN
Rossopora,268.000,259.000,2,0,NaN
Rossospira,471.800,457.500,1,0,NaN
Rostellana,93.500,65.500,3,2,0.0092
Rostellaria,125.450,0.012,17,1,0.0032
Rostranteris,298.900,252.300,54,13,0.0518
Rostreulima,65.500,61.700,1,1,0.0002
Rostricellula,466.000,422.900,66,11,0.0563
Rostrocerithium,93.500,89.300,1,0,NaN
Rostroconus,542.000,530.000,2,0,NaN
Rostroperna,164.700,150.800,13,8,0.0280
Rostrospirifer,409.100,391.900,8,1,0.6530
Rota,360.700,353.800,3,0,NaN
Rotaia,360.700,326.400,6,0,NaN
Rotellomphalus,421.300,409.100,3,0,NaN
Rotfanella,180.100,171.600,2,0,NaN
Rothella,416.000,416.000,3,0,NaN
Rothpletzia,426.200,422.900,1,0,NaN
Rotiphyllum,360.700,265.000,13,1,0.0008
Rotodiscoceras,254.000,252.300,10,0,NaN
Rotoides,360.700,353.800,2,0,NaN
Rotopericyclus,360.700,345.300,6,6,0.5407
Rotularia,161.200,61.700,14,4,0.0306
Rotundites,428.200,422.900,1,0,NaN
Rotundocyathus,530.000,513.000,85,1,0.0909
Roudairia,70.600,65.500,1,0,NaN
Roundyella,383.700,252.300,55,6,0.0577
Rousseauspira,471.800,445.600,5,0,NaN
Roveacrinoides,93.500,89.300,1,1,0.1228
Roveacrinus,136.400,89.300,5,4,0.0436
Rowanpectinus,520.000,516.000,2,0,NaN
Rowellella,488.300,449.500,5,0,NaN
Rowleyella,360.700,345.300,2,1,0.0019
Roxania,48.600,11.608,7,0,NaN
Royalella,254.000,252.300,2,0,NaN
Royella,0.126,0.012,1,0,NaN
Rozanovicoscinus,520.000,513.000,6,0,NaN
Rozanovicyathus,516.000,513.000,1,0,NaN
Rudakites,412.300,383.700,6,2,0.0641
Rudanulus,516.000,513.000,2,0,NaN
Rudirhynchia,189.600,175.600,20,19,0.0404
Rudolfoceras,478.600,468.100,6,5,0.0972
Rudolftruempyiceras,251.300,247.200,3,0,NaN
Rudybole,379.500,376.100,2,0,NaN
Ruedemannia,455.800,109.000,18,0,NaN
Ruedemannoceras,471.800,460.900,2,0,NaN
Ruedemannograptus,416.000,412.300,1,0,NaN
Rufispirifer,426.200,422.900,2,0,NaN
Rugaltarostrum,376.100,364.700,2,0,NaN
Rugaria,290.100,268.000,14,6,0.0242
Rugatia,318.100,259.000,44,3,0.0250
Rugauris,360.700,326.400,2,1,0.0147
Rugia,83.500,65.500,25,0,NaN
Rugiclaraia,252.300,247.200,1,0,NaN
Rugicostella,339.400,336.000,1,0,NaN
Rugitela,171.600,130.000,28,1,0.0476
Rugivestis,318.100,254.000,6,4,0.0885
Rugobela,28.400,23.030,3,0,NaN
Rugocoelia,478.600,468.100,1,0,NaN
Rugoconcha,290.100,279.500,1,0,NaN
Rugofenestella,290.100,265.000,3,0,NaN
Rugoleptaena,412.300,409.100,5,1,0.0111
Rugosatrypa,416.000,376.100,5,1,0.0175
Rugosochonetes,360.700,306.950,86,11,0.0451
Rugospongia,466.000,460.900,1,1,0.0227
Ruichengaspis,513.000,505.000,1,0,NaN
Rukhinia,443.700,428.200,1,0,NaN
Rursiceras,164.700,161.200,1,0,NaN
Russocyathus,520.000,513.000,6,0,NaN
Russospongia,212.000,205.600,2,0,NaN
Ruteha,268.000,265.000,1,0,NaN
Ruthenoceras,488.300,478.600,1,1,0.3333
Ruthiphiala,360.700,345.300,1,0,NaN
Rutitrigonia,155.700,99.600,4,0,NaN
Rutkowskiella,388.100,376.100,2,0,NaN
Rutotia,268.000,265.000,1,0,NaN
Ruzhencevia,268.000,259.000,6,1,1.0000
Ryckholtia,422.900,418.700,2,0,NaN
Ryderia,205.600,201.600,2,0,NaN
Ryhopora,259.000,254.000,1,0,NaN
Rylstonia,360.700,345.300,7,0,NaN
Ryocarhynchus,376.100,370.600,3,0,NaN
Saaloscytina,247.200,242.000,1,1,0.2222
Sabbaiceras,140.200,136.400,1,1,0.0068
Sabinia,99.600,65.500,30,0,NaN
Sablea,33.900,28.400,1,0,NaN
Sabrinella,235.000,232.000,1,0,NaN
Saccelatia,460.900,412.300,23,0,NaN
Saccella,65.500,5.332,5,2,0.0004
Sacciconus,542.000,516.000,1,0,NaN
Sacciella,542.000,516.000,1,0,NaN
Saccocoma,155.700,122.460,14,0,NaN
Saccospongia,460.900,449.500,5,0,NaN
Saccostrea,15.970,0.125,10,0,NaN
Sactoceras,478.600,418.700,10,0,NaN
Sactorthoceras,478.600,416.000,5,1,1.0000
Saeptathaerus,259.000,254.000,2,0,NaN
Saesorthis,513.000,501.000,7,2,1.0000
Saetograptus,422.900,418.700,1,0,NaN
Saetosina,268.000,265.000,2,0,NaN
Saffordia,460.900,449.500,11,0,NaN
Saffordophyllum,452.000,443.700,11,0,NaN
Saffordotaxis,436.000,259.000,28,1,0.0127
Sageceras,247.200,242.000,5,3,0.0463
Sagenella,426.200,422.900,1,0,NaN
Sagenites,232.000,205.600,5,2,0.1361
Sagenocrinites,443.700,422.900,3,0,NaN
Saghalinites,83.500,65.500,13,11,0.1038
Saginospongia,265.000,259.000,2,2,0.0189
Sagittoceras,314.600,306.950,1,0,NaN
Sahascolex,516.000,513.000,1,0,NaN
Sahraja,212.000,205.600,7,0,NaN
Saikraconcha,279.500,259.000,10,0,NaN
Sajanaspis,520.000,513.000,7,0,NaN
Sajanocyathus,520.000,513.000,15,0,NaN
Sajanolynthus,516.000,513.000,1,0,NaN
Sakagamiina,268.000,265.000,1,0,NaN
Sakalavastraea,183.000,155.700,6,0,NaN
Sakawairhynchia,232.000,171.600,5,0,NaN
Sakhacyathus,530.000,516.000,6,0,NaN
Sakmarites,290.100,279.500,13,6,0.1774
Salairella,416.000,383.700,33,7,0.2040
Salairocrinus,412.300,383.700,8,0,NaN
Salairophyllum,443.700,412.300,2,0,NaN
Salanyella,542.000,520.000,4,0,NaN
Salanygolina,516.000,513.000,3,3,1.0000
Salaziceras,105.300,99.600,1,1,0.0353
Salenia,140.200,23.030,48,7,0.1116
Salenidia,99.600,93.500,1,1,0.0007
Salenocidaris,83.500,70.600,2,1,0.0083
Salgirella,201.600,189.600,8,8,0.0332
Sallya,290.100,265.000,16,14,0.0097
Salopina,466.000,402.500,52,17,0.0391
Salpingostoma,463.500,436.000,38,1,0.1429
Saltaspis,478.600,466.000,1,0,NaN
Salteria,460.900,449.500,1,0,NaN
Salterocoryphe,466.000,457.500,3,0,NaN
Salterospira,336.000,326.400,6,2,0.0017
Saltocyathus,125.450,122.460,2,0,NaN
Saltospirifer,318.100,306.950,2,0,NaN
Salvadorea,452.000,443.700,48,31,0.4274
Salzburgia,290.100,201.600,13,1,0.1111
Samarella,388.100,251.300,119,0,NaN
Sampo,455.800,445.600,1,0,NaN
Sanarkocyathus,520.000,513.000,4,0,NaN
Sanarkophyllum,516.000,513.000,1,0,NaN
Sanaschtykgolia,516.000,513.000,4,0,NaN
Sandalolitha,0.13,0.13,1,0,NaN
Sandia,318.100,314.600,14,13,0.1025
Sandlingites,232.000,221.500,3,1,0.5000
Sandolasma,298.900,272.500,18,0,NaN
Sanguinolaria,20.430,15.970,1,0,NaN
Sanguinolites,422.900,254.000,66,14,0.0123
Sangzhites,268.000,265.000,1,0,NaN
Sanidophyllum,402.500,383.700,3,0,NaN
Sanjuania,360.700,318.100,1,0,NaN
Sanmartinoceras,122.460,112.030,2,0,NaN
Sanniolus,290.100,279.500,1,0,NaN
Sanoarca,99.600,93.500,4,0,NaN
Sanqiaothyris,221.500,205.600,1,0,NaN
Sansabella,339.400,279.500,20,10,0.0878
Santeelampas,48.600,37.200,10,0,NaN
Sanxiacyathus,516.000,513.000,2,0,NaN
Sapporipora,428.200,422.900,2,0,NaN
Sarasinella,140.200,130.000,7,2,0.0286
Saratogia,501.000,488.300,9,0,NaN
Sarcinella,140.200,122.460,5,0,NaN
Sarcinula,445.600,443.700,6,0,NaN
Sardope,125.450,122.460,1,0,NaN
Sardospongia,516.000,501.000,2,0,NaN
Sargana,83.500,65.500,7,5,0.0101
Sarganostega,279.500,259.000,6,0,NaN
Sargentina,298.900,252.300,27,0,NaN
Sarkanella,468.100,449.500,4,0,NaN
Sarmatotoxotis,426.200,422.900,1,0,NaN
Sarmentofascis,155.700,150.800,2,0,NaN
Sarocrinus,345.300,342.800,1,1,0.0021
Sarsteinia,155.700,150.800,1,0,NaN
Sarytchevinella,268.000,252.300,9,1,0.0453
Sassia,70.600,0.781,16,9,0.0008
Sastriella,164.700,161.200,1,0,NaN
Saucrobrochus,171.600,167.700,1,0,NaN
Saukia,498.500,478.600,6,0,NaN
Saukiella,498.500,478.600,8,3,0.0390
Saukrodictya,439.000,436.000,1,0,NaN
Saumella,416.000,383.700,10,0,NaN
Sauvagesia,99.600,65.500,68,0,NaN
Savagella,345.000,336.000,1,0,NaN
Savignyella,13.650,11.608,1,0,NaN
Sawkinsia,37.200,28.400,4,0,NaN
Saxidomus,0.126,0.012,1,0,NaN
Saxolucina,65.500,61.700,3,0,NaN
Saynella,130.000,125.450,1,0,NaN
Saynoceras,140.200,136.400,7,0,NaN
Scabricola,11.608,5.332,1,0,NaN
Scabriscutellum,402.500,383.700,20,0,NaN
Scacchinella,303.400,252.300,75,7,0.0724
Scaevogyra,501.000,478.600,5,0,NaN
Scala,83.500,11.608,5,2,0.0035
Scalaetrochus,412.300,388.100,6,1,0.0270
Scalaneritina,235.000,232.000,2,0,NaN
Scalaria,235.000,23.030,20,0,NaN
Scalaricardita,15.970,11.608,3,0,NaN
Scalariogyra,20.430,15.970,2,0,NaN
Scalarites,93.500,85.800,2,1,0.0455
Scalaspira,28.400,23.030,1,0,NaN
Scaldia,272.500,259.000,2,0,NaN
Scaldianella,421.300,416.000,4,0,NaN
Scalenocystites,460.900,449.500,5,1,0.0366
Scalina,37.200,15.970,3,1,0.0012
Scaliola,23.030,0.000,2,1,0.0571
Scalites,471.800,416.000,37,2,0.0215
Scalpellum,99.600,61.700,3,0,NaN
Scambula,83.500,65.500,9,0,NaN
Scamnomena,426.200,422.900,1,0,NaN
Scaphander,65.500,11.608,21,1,0.0080
Scapharca,33.900,0.012,38,2,0.0222
Scapharina,279.500,259.000,9,0,NaN
Scaphelasma,456.100,443.700,4,0,NaN
Scaphella,83.500,0.126,11,6,0.0039
Scaphellina,279.500,259.000,12,1,0.2710
Scaphidiopsis,150.800,145.500,2,0,NaN
Scaphina,409.100,402.500,1,0,NaN
Scaphiomanon,376.100,360.700,1,0,NaN
Scaphites,201.600,65.500,65,21,0.0695
Scaphorthis,449.500,443.700,7,1,0.1386
Scaptodiadema,201.600,175.600,1,0,NaN
Sceletonia,279.500,272.500,3,0,NaN
Scenella,542.000,443.700,51,2,0.0275
Scenellopora,468.100,449.500,7,0,NaN
Scenesia,279.500,272.500,1,0,NaN
Scenophyllum,391.900,388.100,5,0,NaN
Sceptaspis,460.900,449.500,13,3,0.0291
Sceptropora,460.900,443.700,7,0,NaN
Schafhaeutlia,251.300,201.600,42,13,0.0497
Schartymites,318.100,314.600,33,31,0.0804
Scharyia,436.000,402.500,21,1,0.0833
Schaudinnia,89.300,85.800,1,0,NaN
Schedexocrinus,290.100,279.500,2,2,0.0043
Schedocardia,37.200,33.900,4,0,NaN
Schedohalysites,436.000,418.700,2,0,NaN
Schedophyla,478.600,468.100,3,0,NaN
Scheielloides,376.100,360.700,1,0,NaN
Scheiia,339.400,272.500,20,0,NaN
Schellwienella,466.000,265.000,105,34,0.0525
Schematochiton,298.900,265.000,19,12,0.0238
Schimperella,242.000,235.000,1,0,NaN
Schindewolfia,388.100,383.700,1,0,NaN
Schiosia,99.600,93.500,3,0,NaN
Schismoporella,7.246,5.332,1,0,NaN
Schistoceras,303.400,295.000,10,0,NaN
Schistodictyon,421.300,388.100,11,7,0.0489
Schistometopus,513.000,501.000,8,0,NaN
Schizambon,501.000,449.500,18,2,0.7454
Schizaster,65.500,0.012,41,4,0.0662
Schizechinus,20.430,5.332,4,0,NaN
Schizobathysella,40.400,37.200,1,0,NaN
Schizoblastus,360.700,345.300,1,0,NaN
Schizobrachiella,7.246,5.332,1,0,NaN
Schizochiton,23.030,5.332,5,0,NaN
Schizocrania,471.800,443.700,7,1,0.0204
Schizocrinus,471.800,452.500,4,1,0.0256
Schizoculina,0.781,0.126,1,0,NaN
Schizocythere,48.600,40.400,6,0,NaN
Schizodus,416.000,175.600,253,51,0.0295
Schizogonium,242.000,232.000,24,0,NaN
Schizolopha,449.500,445.600,1,0,NaN
Schizomavella,40.400,5.332,13,0,NaN
Schizonema,436.000,416.000,4,1,0.0189
Schizopea,488.300,466.000,16,0,NaN
Schizophaulactis,443.700,428.200,3,0,NaN
Schizophorella,455.800,445.600,1,0,NaN
Schizophoria,443.700,254.000,565,65,0.0459
Schizophorites,265.000,259.000,2,0,NaN
Schizopleuronia,259.000,254.000,2,0,NaN
Schizoporella,48.600,5.332,12,0,NaN
Schizoproetina,412.300,409.100,1,0,NaN
Schizoproetoides,409.100,402.500,1,0,NaN
Schizoproetus,391.900,383.700,1,0,NaN
Schizoria,171.600,167.700,11,0,NaN
Schizosmilia,161.200,55.800,4,0,NaN
Schizostrophina,460.900,449.500,8,8,0.0721
Schizotheca,7.246,5.332,3,0,NaN
Schizotreta,471.800,402.500,15,3,0.0526
Schloenbachia,99.600,93.500,43,22,0.1758
Schlotheimia,201.600,196.500,6,4,0.0125
Schlotheimophyllum,439.000,383.700,10,0,NaN
Schlueterichonus,409.100,391.900,1,0,NaN
Schlumbergerites,247.200,242.000,1,0,NaN
Schmidtella,471.800,449.500,55,0,NaN
Schmidtites,530.000,501.000,1,0,NaN
Schnurella,416.000,383.700,9,1,0.0012
Schoenaster,345.300,342.800,1,0,NaN
Schoenophyllum,360.700,345.300,1,0,NaN
Schoriecare,501.000,488.300,1,0,NaN
Schrammeniella,89.300,83.500,1,0,NaN
Schrenckia,422.900,418.700,2,0,NaN
Schrenkiella,254.000,252.300,3,0,NaN
Schreyerites,247.200,242.000,4,2,0.5000
Schuchertella,428.200,252.300,302,41,0.0434
Schuchertia,460.900,449.500,4,0,NaN
Schuchertoceras,452.000,449.500,7,4,0.1019
Schuleridea,171.600,112.030,8,0,NaN
Schultzicrinus,409.100,391.900,3,0,NaN
Schwagerispira,247.200,215.560,32,12,0.0092
Schwardtopsis,235.000,232.000,1,0,NaN
Schyschcatocrinus,412.300,360.700,20,0,NaN
Scintilla,0.126,0.012,1,0,NaN
Sciophyllum,345.000,336.000,2,0,NaN
Scipionis,421.300,416.000,4,0,NaN
Scipiospongia,235.000,221.500,1,0,NaN
Sciponoceras,105.300,89.300,29,10,0.0620
Scissoplasma,388.100,383.700,3,0,NaN
Scissula,0.121,0.121,4,1,0.0240
Scissulina,0.125,0.125,5,0,NaN
Scissurella,65.500,11.608,3,1,0.0001
Sclerochilus,15.970,11.608,1,0,NaN
Sclerocoelia,235.000,232.000,1,0,NaN
Sclerocyathus,530.000,516.000,6,0,NaN
Scobinella,93.500,37.200,2,0,NaN
Scofieldia,460.900,449.500,2,0,NaN
Scofieldoceras,460.900,449.500,4,0,NaN
Scoliopora,412.300,370.600,84,10,0.0038
Scolioraphis,83.500,70.600,1,0,NaN
Scoliostoma,388.100,383.700,6,0,NaN
Scoliostomina,388.100,383.700,3,0,NaN
Scoloconcha,345.300,314.600,13,0,NaN
Scolymia,20.430,0.007145,25,9,0.0545
Sconsia,40.400,3.4,15,7,0.0930
Scotiacrinus,339.400,326.400,3,0,NaN
Scotiella,418.700,416.000,2,0,NaN
Scotoharpes,488.300,422.900,20,1,0.8333
Scrinium,28.400,23.030,1,0,NaN
Scrobicularia,11.608,5.332,1,0,NaN
Scrupocellaria,40.400,0.125,27,0,NaN
Scruttonia,388.100,376.100,5,0,NaN
Sculptoproetus,412.300,402.500,9,0,NaN
Scumulus,83.500,65.500,11,0,NaN
Scurria,242.000,5.332,7,2,0.0124
Scurriopsis,251.300,61.700,2,0,NaN
Scutarcopagia,0.125,0.125,3,0,NaN
Scutella,33.900,7.246,8,0,NaN
Scutellinoides,33.900,13.650,2,0,NaN
Scutellum,455.800,376.100,45,0,NaN
Scutepustula,360.700,345.300,1,1,0.0038
Scutikirkbya,254.000,252.300,7,0,NaN
Scutus,20.430,5.332,2,0,NaN
Scylacocoris,145.500,140.200,1,1,0.0137
Scyphia,259.000,61.700,7,0,NaN
Scyphoceras,295.000,279.500,8,8,0.0061
Scyphocrinites,416.000,416.000,28,0,NaN
Scyphophyllum,422.900,418.700,1,0,NaN
Scytalocrinus,360.700,326.400,5,2,0.0306
Scythentolium,252.300,247.200,16,13,0.2199
Sechurina,70.600,65.500,1,0,NaN
Securiconus,542.000,501.000,28,0,NaN
Securina,201.600,183.000,12,11,0.0363
Securithyris,201.600,183.000,66,64,0.0767
Sedenticellula,360.700,318.100,14,3,0.0112
Sedilia,3.600,2.588,1,0,NaN
Seebachia,201.600,150.800,12,1,0.0106
Seelyoceras,488.300,468.100,2,1,0.3333
Seila,65.500,11.608,7,2,0.0001
Seirocrinus,189.600,183.000,1,0,NaN
Seisia,242.000,235.000,1,1,0.2500
Sekwicyathus,520.000,513.000,8,0,NaN
Selebratina,379.500,370.600,12,0,NaN
Selenegyra,150.800,145.500,2,2,0.0195
Selenella,360.700,205.600,2,0,NaN
Selenimyalina,318.100,254.000,4,0,NaN
Selenopeltis,457.500,449.500,2,0,NaN
Selenopeltoides,436.000,428.200,1,0,NaN
Seletella,501.000,488.300,2,0,NaN
Selkirkoceras,478.600,460.900,3,0,NaN
Sellaea,112.030,109.000,2,0,NaN
Sellanarcestes,402.500,391.900,11,0,NaN
Sellinema,421.300,418.700,1,0,NaN
Sellithyris,164.700,99.600,21,2,0.0327
Selloproductus,268.000,265.000,1,0,NaN
Semaiophyllum,416.000,412.300,1,0,NaN
Sematethmos,167.700,161.200,1,0,NaN
Semelangulus,0.126,0.012,5,2,0.0213
Semele,48.600,0.007145,37,1,0.0064
Semelina,33.900,28.400,2,2,0.0036
Semeloseris,167.700,150.800,3,0,NaN
Sementiconcha,251.300,247.200,4,3,0.0241
Semibeyrichites,247.200,242.000,1,0,NaN
Semicassis,40.400,0.126,19,8,0.0093
Semicorallidomus,455.800,443.700,1,1,0.0037
Semicoscinium,439.000,383.700,35,9,0.6008
Semicytherura,0.012,0.000,1,0,NaN
Semidistichophyllum,247.200,242.000,2,0,NaN
Semieschara,85.800,70.600,2,0,NaN
Semiescharinella,65.500,61.700,2,1,0.0349
Semiformiceras,150.800,145.500,2,2,0.0036
Semifusus,37.200,33.900,1,0,NaN
Semiglobus,145.500,140.200,3,3,0.0137
Semihaswellia,33.900,28.400,1,0,NaN
Semimulticavea,125.450,122.460,2,0,NaN
Seminoleconus,3.600,2.588,1,0,NaN
Seminolites,345.000,336.000,1,0,NaN
Semiometra,161.200,65.500,17,3,0.0409
Semiornites,247.200,242.000,1,0,NaN
Semipallium,23.030,0.12,11,0,NaN
Semipecten,0.12,0.118,4,0,NaN
Semipetasus,298.900,252.300,6,1,0.0656
Semiproductus,360.700,345.300,4,3,0.0784
Semiproetus,364.700,353.800,16,0,NaN
Semisolarium,125.450,93.500,10,10,0.3185
Semisphaerocephalus,513.000,501.000,3,3,0.1157
Semitreta,488.300,478.600,1,0,NaN
Semitriton,65.500,61.700,1,0,NaN
Semitubina,412.300,391.900,6,5,0.0117
Semivermilia,2.588,0.012,1,0,NaN
Semizona,471.800,443.700,6,0,NaN
Semperites,247.200,205.600,2,0,NaN
Senis,99.600,65.500,3,0,NaN
Senowbaridaryana,232.000,201.600,12,1,0.5000
Sentosia,376.100,345.300,6,2,0.0937
Septa,0.126,0.012,3,0,NaN
Septacamarella,298.900,295.000,4,0,NaN
Septacamera,318.100,265.000,24,1,0.0127
Septachonetes,409.100,391.900,1,0,NaN
Septalaria,412.300,383.700,12,0,NaN
Septaliphoria,164.700,140.200,23,3,0.0493
Septaliphorioidea,247.200,242.000,1,0,NaN
Septapedatus,99.600,89.300,2,0,NaN
Septastrea,55.800,0.781,11,0,NaN
Septatrypa,460.900,409.100,98,3,0.1005
Septemchiton,449.500,443.700,1,0,NaN
Septifer,150.800,0.119,45,5,0.0082
Septihoernesia,235.000,232.000,4,0,NaN
Septimyalina,345.000,272.500,53,26,0.0902
Septirhynchia,164.700,150.800,15,4,0.1188
Septocardia,232.000,201.600,15,3,0.0764
Septocrurella,196.500,140.200,12,2,0.0194
Septopora,336.000,252.300,137,33,0.0484
Septospirifer,272.500,268.000,1,0,NaN
Septospirigerella,268.000,252.300,60,9,0.2381
Septosyringothyris,360.700,318.100,2,0,NaN
Sequania,155.700,150.800,1,0,NaN
Seranella,212.000,201.600,1,1,0.0303
Serania,212.000,205.600,1,1,0.0185
Seraphs,55.800,20.430,15,0,NaN
Serenida,345.000,336.000,1,1,0.0702
Sergipia,125.450,89.300,3,0,NaN
Sergospirifer,279.500,272.500,1,0,NaN
Seriastraea,215.560,201.600,8,0,NaN
Seriatopora,55.800,0.003625,67,2,0.0187
Serpentipora,70.600,65.500,2,2,0.0112
Serpianites,242.000,235.000,8,0,NaN
Serpianotiaris,247.200,235.000,3,2,0.6770
Serpula,426.200,0.012,267,86,0.0271
Serpulites,488.300,265.000,4,1,1.0000
Serpulorbis,65.500,0.0083,30,10,0.0190
Serpulospira,409.100,336.000,43,5,0.0661
Serradonta,83.500,70.600,1,0,NaN
Serratapringia,189.600,183.000,5,5,0.0860
Serratovola,3.600,2.588,1,1,0.0030
Serripecten,55.800,5.332,28,0,NaN
Serripes,0.012,0.000,4,4,0.0217
Serrodiscus,516.000,513.000,7,0,NaN
Seseloidia,272.500,268.000,19,10,0.1141
Sestrophyllum,303.400,298.900,1,0,NaN
Sestropoma,268.000,259.000,6,0,NaN
Sestrostomella,235.000,136.400,21,1,1.0000
Setigerites,353.800,326.400,17,13,0.0548
Setosellina,0.00944,0.007145,1,0,NaN
Seunaster,83.500,70.600,1,0,NaN
Severella,436.000,418.700,7,0,NaN
Sexta,99.600,93.500,1,0,NaN
Seymourtula,70.600,65.500,2,0,NaN
Shagamella,426.200,418.700,10,0,NaN
Shakraceras,183.000,175.600,1,0,NaN
Shaleria,428.200,412.300,22,0,NaN
Shandongolithes,507.000,505.000,14,14,0.2250
Shangganites,252.300,251.300,2,0,NaN
Shaninopsis,455.800,443.700,17,17,0.0042
Shansiella,336.000,254.000,35,26,0.0457
Shantungaspis,513.000,505.000,1,0,NaN
Shantungendoceras,463.500,460.900,1,0,NaN
Sharpeiceras,99.600,93.500,23,14,0.6152
Shastalasma,296.400,279.500,6,0,NaN
Shastaphyllum,422.900,418.700,2,0,NaN
Shasticrioceras,130.000,125.450,1,0,NaN
Shastites,232.000,221.500,7,3,1.0000
Shelbyoceras,488.300,478.600,1,0,NaN
Shemonaella,298.900,251.300,14,0,NaN
Shengia,501.000,488.300,1,0,NaN
Shensiphyllum,436.000,428.200,2,0,NaN
Shevyrevites,259.000,252.300,21,0,NaN
Shidelerites,422.900,416.000,1,0,NaN
Shideleroceras,449.500,443.700,1,0,NaN
Shigetaceras,251.300,247.200,2,2,0.1157
Shikamaia,279.500,268.000,6,0,NaN
Shimantocrinus,416.000,409.100,1,0,NaN
Shirbuirnia,171.600,167.700,3,0,NaN
Shishaella,360.700,254.000,13,0,NaN
Shishoviclema,303.400,298.900,1,0,NaN
Shistodesmus,145.500,99.600,1,0,NaN
Shivaella,360.700,254.000,4,1,0.0328
Shivelicus,516.000,513.000,6,0,NaN
Shiveligocyathus,516.000,513.000,11,0,NaN
Shleesha,306.950,252.300,41,6,0.0240
Shlyginia,460.900,456.100,4,2,0.0297
Sholakoceras,290.100,265.000,3,1,0.0022
Shotorispongia,279.500,272.500,2,0,NaN
Shotorithalamia,279.500,272.500,1,0,NaN
Shouchangoceras,265.000,259.000,1,0,NaN
Shulgapora,303.400,254.000,19,1,0.0037
Shumardella,360.700,353.800,9,2,0.0144
Shumardia,488.300,449.500,33,5,0.3659
Shumardites,303.400,298.900,1,0,NaN
Shumardoceras,478.600,468.100,2,1,0.2500
Shuparoceras,93.500,89.300,1,0,NaN
Shuqraia,164.700,145.500,14,3,0.0916
Shuqraiopsis,150.800,136.400,2,0,NaN
Shwedagonia,298.900,259.000,18,17,0.0413
Sialium,145.500,140.200,1,1,0.1000
Sibirecyathus,530.000,513.000,40,0,NaN
Sibiriaspis,520.000,516.000,1,0,NaN
Sibiriolites,460.900,443.700,7,0,NaN
Sibirirhynchia,412.300,388.100,4,0,NaN
Sibiritella,466.000,460.900,1,0,NaN
Sibirites,251.300,247.200,1,0,NaN
Sibiritia,449.500,443.700,1,0,NaN
Sibiritoechia,416.000,402.500,5,4,0.0084
Sibyllonautilus,247.200,221.500,2,0,NaN
Sicanites,290.100,265.000,4,1,0.0232
Sicelia,268.000,254.000,6,5,0.0230
Sichotecyathus,520.000,513.000,2,0,NaN
Sichuanoceras,436.000,412.300,5,1,0.0063
Sichuanospira,542.000,516.000,1,0,NaN
Sichuanothyris,254.000,252.300,1,0,NaN
Sicilioceras,268.000,265.000,1,0,NaN
Sicorhyncha,412.300,409.100,6,1,0.0175
Sicularia,268.000,265.000,4,4,0.2778
Siderastrea,130.000,0.001405,245,25,0.0513
Siderastreites,140.200,136.400,1,0,NaN
Siderocyathus,516.000,513.000,2,0,NaN
Siderofungia,130.000,28.400,17,8,0.0081
Sideroseris,65.500,55.800,4,0,NaN
Siderosmilia,201.600,175.600,3,2,0.0737
Sieberella,436.000,379.500,26,7,0.0568
Siedleckia,314.600,290.100,2,0,NaN
Siemiradzkia,164.700,161.200,1,0,NaN
Sievertsia,460.900,412.300,13,0,NaN
Sigapatella,65.500,15.970,5,0,NaN
Sigatica,5.0,5.0,2,2,0.0055
Sigmelasma,466.000,443.700,22,19,0.2763
Sigmesalia,65.500,33.900,6,3,0.0087
Sigmobolbina,463.500,460.900,4,0,NaN
Sigmocheilus,501.000,488.300,18,2,0.1777
Sigmocoscinus,516.000,513.000,2,0,NaN
Sigmofungia,520.000,513.000,3,0,NaN
Sigmoopsis,466.000,460.900,2,0,NaN
Signatops,409.100,391.900,2,0,NaN
Signetopsis,422.900,416.000,5,0,NaN
Silberlingeria,252.300,247.200,1,0,NaN
Silberlingitoides,247.200,242.000,13,0,NaN
Silenis,455.800,252.300,12,0,NaN
Silenites,388.100,252.300,84,3,0.0328
Silesiaspongia,247.200,242.000,3,0,NaN
Silesiastraea,247.200,242.000,2,2,0.1035
Silesiathyris,247.200,242.000,1,1,0.0186
Silesites,136.400,125.450,19,1,0.3459
Silfonocrinus,443.700,428.200,1,0,NaN
Silicunculus,456.100,443.700,3,0,NaN
Silingastraea,125.450,122.460,2,0,NaN
Siliqua,11.608,0.012,5,0,NaN
Siliquaria,235.000,232.000,1,0,NaN
Siluraster,428.200,422.900,1,1,0.1000
