genus,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Spinofenestella,336.000,265.000,41,34,0.0960
Spinograptus,428.200,422.900,2,0,NaN
Spinomarginifera,279.500,252.300,127,8,0.0592
Spinomartinia,295.000,259.000,11,7,0.0329
Spinomelon,28.400,15.900,10,1,0.0206
Spinoplasia,416.000,412.300,2,0,NaN
Spinoredlichia,516.000,513.000,2,0,NaN
Spinospongia,268.000,259.000,5,5,0.0198
Spinucella,11.608,2.588,6,2,0.0024
Spinulicosta,391.900,382.400,20,0,NaN
Spinuliplica,326.400,314.600,23,2,0.0650
Spinulitheca,542.000,520.000,1,0,NaN
Spinulothele,530.000,513.000,1,0,NaN
Spinyplatyceras,388.100,383.700,1,0,NaN
Spiraculinella,290.100,279.500,12,12,0.0147
Spiraserpula,93.500,89.300,1,0,NaN
Spirelytha,298.900,265.000,56,22,0.3809
Spirifer,436.000,254.000,238,59,0.0534
Spiriferella,314.600,252.300,226,78,0.1833
Spiriferellina,360.700,252.300,75,17,0.0192
Spiriferina,345.300,171.600,42,0,NaN
Spiriferinaella,298.900,254.000,2,0,NaN
Spiriferinoides,212.000,205.600,1,0,NaN
Spirigera,259.000,232.000,2,0,NaN
Spirigerella,409.100,252.300,101,16,0.0425
Spirigerina,449.500,412.300,19,4,0.0557
Spirilira,318.100,306.950,1,0,NaN
Spirina,436.000,428.200,1,0,NaN
Spirinella,422.900,418.700,14,7,0.0069
Spiroceras,171.600,167.700,2,0,NaN
Spirochrysalis,247.200,242.000,1,1,0.0052
Spirocolpus,85.800,5.332,21,1,0.0941
Spirocyclus,235.000,221.500,1,1,0.0833
Spirogalerus,65.500,55.800,1,0,NaN
Spiroglyphus,48.600,0.000,21,0,NaN
Spirogmoceras,232.000,221.500,2,0,NaN
Spirolaxis,6.1,2.9,4,4,0.0007
Spirolegoceras,272.500,268.000,1,0,NaN
Spironema,70.600,65.500,1,0,NaN
Spironemella,290.100,259.000,3,1,0.0108
Spiropora,167.700,2.588,3,0,NaN
Spiroraphe,436.000,426.200,4,0,NaN
Spirorbis,428.200,0.000,141,10,0.0022
Spiroscala,376.100,254.000,7,1,0.0106
Spirostylus,247.200,242.000,3,3,0.0033
Spirotropis,55.800,0.000,38,13,0.0177
Spirovallum,254.000,252.300,3,2,0.0184
Spiroxybeloceras,83.500,70.600,2,0,NaN
Spirula,0.126,0.012,1,1,0.0002
Spirulirostra,15.970,11.608,2,2,0.0005
Spissatella,65.500,2.588,30,4,0.0110
Spissiparies,466.000,460.900,1,0,NaN
Spisula,65.500,0.122,636,135,0.0124
Spiticeras,150.800,140.200,13,0,NaN
Spitidiscus,136.400,130.000,6,0,NaN
Spitzbergenia,272.500,254.000,11,1,0.6364
Splendrillia,33.900,0.012,36,29,0.0051
Spondyglossella,488.300,466.000,5,0,NaN
Spondylopecten,183.000,161.200,14,12,0.0228
Spondylospira,235.000,205.600,6,0,NaN
Spondylus,201.600,0.000,212,48,0.0139
Spongiomorpha,189.600,183.000,1,0,NaN
Spongophylloides,428.200,416.000,5,0,NaN
Spongophyllum,443.700,388.100,4,0,NaN
Sporadoceras,376.100,360.700,2,2,0.0272
Sporadopora,3.000,2.400,2,0,NaN
Sporadoscinia,105.300,99.600,1,0,NaN
Sportella,48.600,0.012,40,4,0.0046
Springericrinus,345.300,345.000,5,0,NaN
Springvaleia,5.332,3.600,2,2,0.0038
Spyridiophora,265.000,254.000,2,0,NaN
Spyridoceramus,125.450,65.500,2,0,NaN
Spyroceras,452.000,383.700,27,9,0.0355
Squamacula,520.000,516.000,3,0,NaN
Squameofavosites,422.900,409.100,13,0,NaN
Squameolites,421.300,418.700,3,3,0.0485
Squamularia,326.400,252.300,13,2,0.0208
Squamuliferipecten,298.900,265.000,13,6,0.0036
Squilla,112.030,0.012,5,2,0.1195
Squillites,339.400,318.100,1,0,NaN
Stacheites,251.300,247.200,4,0,NaN
Stachella,295.000,247.200,7,1,0.0118
Stacheoceras,290.100,252.300,10,0,NaN
Stachyspongia,125.450,112.030,1,0,NaN
Staffinella,167.700,145.500,3,0,NaN
Stamenocella,65.500,28.400,3,0,NaN
Standella,48.600,0.012,7,2,0.0011
Stannakhites,247.200,242.000,1,1,0.5000
Stantonella,83.500,65.500,68,65,0.0081
Stapeleyella,466.000,460.900,24,0,NaN
Staufenia,175.600,171.600,2,0,NaN
Stauranderaster,99.600,89.300,2,1,0.0040
Stauraster,161.200,155.700,2,0,NaN
Staurocaudina,167.700,164.700,1,1,0.0459
Staurocephalus,449.500,418.700,7,0,NaN
Staurocumites,196.500,189.600,1,0,NaN
Staurograptus,488.300,478.600,2,0,NaN
Stauroholcus,513.000,505.000,1,0,NaN
Stauronema,93.500,89.300,2,0,NaN
Stearnsia,112.030,99.600,1,0,NaN
Stearoceras,305.900,254.000,11,1,0.1429
Steckites,251.300,247.200,5,0,NaN
Stegacanthia,345.300,326.400,2,0,NaN
Stegaster,83.500,70.600,1,0,NaN
Stegerhynchus,445.600,412.300,115,66,0.0347
Steginoporella,28.400,1.6,10,7,0.0028
Stegnopsis,466.000,460.900,1,0,NaN
Stegocoelia,376.100,306.950,10,0,NaN
Stegoconcha,164.700,140.200,13,7,0.0162
Stehnocephalites,164.700,161.200,1,0,NaN
Steinhagella,383.700,360.700,5,0,NaN
Steinmanella,140.200,70.600,30,0,NaN
Steinmannites,215.560,212.000,4,0,NaN
Stelckiceras,105.300,99.600,5,0,NaN
Stelidioseris,136.400,93.500,11,0,NaN
Stellahexaformis,272.500,268.000,1,0,NaN
Stellaria,11.608,2.588,2,1,0.0103
Stellarocrinus,305.900,295.000,11,6,0.0384
Stellatoma,2.588,0.781,3,0,NaN
Stelletta,65.500,53.000,1,0,NaN
Stellipora,422.900,418.700,1,0,NaN
Stelliporella,460.900,418.700,10,4,0.0243
Stellispongiella,268.000,259.000,74,73,0.0952
Stenaropodites,272.500,268.000,1,1,0.0270
Stenaster,436.000,428.200,1,0,NaN
Stenelytron,205.600,201.600,1,0,NaN
Stenocladia,345.300,318.100,2,0,NaN
Stenoconites,272.500,268.000,5,0,NaN
Stenocyathus,65.500,58.700,1,0,NaN
Stenodiscus,268.000,254.000,9,0,NaN
Stenodrillia,28.400,2.588,12,9,0.1013
Stenoedischia,279.500,272.500,1,1,0.0029
Stenogmus,164.700,161.200,3,0,NaN
Stenogomphoceras,436.000,426.200,1,0,NaN
Stenolobulites,290.100,268.000,12,0,NaN
Stenoloron,412.300,318.100,2,0,NaN
Stenopareia,457.500,428.200,32,4,0.0107
Stenopecrinus,305.900,303.400,2,0,NaN
Stenophlebia,145.500,140.200,1,1,0.0135
Stenophyllites,247.200,242.000,9,4,0.1777
Stenopilus,501.000,488.300,2,1,0.2000
Stenoplax,48.600,0.012,8,0,NaN
Stenopoceras,298.900,272.500,5,0,NaN
Stenopopanoceras,247.200,242.000,11,3,0.0830
Stenopora,422.900,221.500,98,2,0.0898
Stenopronorites,318.100,314.600,10,0,NaN
Stenoscisma,360.700,252.300,70,9,0.0563
Stenosmylina,136.400,130.000,1,1,0.0370
Stenotegmocicada,254.000,252.300,1,1,0.0714
Stenotheca,516.000,513.000,1,0,NaN
Stenothecoides,516.000,501.000,7,0,NaN
Stenothyra,0.012,0.000,1,0,NaN
Stenothyrella,33.900,28.400,1,1,0.0012
Stenothyroides,33.900,20.430,14,2,0.0007
Stenozone,318.100,268.000,10,4,0.5946
Stepanoviella,254.000,252.300,4,0,NaN
Stepanoviina,298.900,295.000,2,0,NaN
Stephanastrea,183.000,161.200,4,3,0.4970
Stephanites,251.300,247.200,3,1,0.1250
Stephanoceras,171.600,167.700,4,0,NaN
Stephanocoenia,61.700,0.781,60,56,0.0819
Stephanocrinus,443.700,422.900,4,0,NaN
Stephanocyathus,70.600,0.012,7,1,0.0164
Stephanomorpha,65.500,55.800,1,0,NaN
Stephanophyllia,70.600,0.012,44,24,0.0044
Stephanoseris,5.332,0.012,2,0,NaN
Stephanoura,364.700,360.700,6,0,NaN
Stephanozyga,345.300,306.950,8,0,NaN
Stephenaspis,516.000,501.000,4,0,NaN
Stereobrachicrinus,318.100,314.600,1,0,NaN
Stereochia,314.600,272.500,3,1,0.0106
Stereocoenia,130.000,125.450,1,0,NaN
Stereodictyum,314.600,295.000,3,1,0.2500
Stereolasma,388.100,383.700,54,18,0.0190
Stereostylus,313.800,303.400,4,0,NaN
Stereosylva,279.500,272.500,1,1,0.0182
Stethothyris,37.200,15.900,2,0,NaN
Steusloffia,463.500,455.800,11,0,NaN
Stewartia,28.400,0.000,61,29,0.0081
Stewartophyllum,391.900,383.700,1,0,NaN
Sthenarocalymene,422.900,412.300,3,0,NaN
Sthenodonta,468.100,460.900,28,0,NaN
Sthenorytis,15.970,3.600,5,1,0.0667
Stichopites,182.000,175.600,1,0,NaN
Stichopsammia,37.200,33.900,1,0,NaN
Stictopora,460.900,383.700,37,0,NaN
Stictoporella,460.900,449.500,2,0,NaN
Stictoporellina,460.900,449.500,1,0,NaN
Stictoporina,388.100,383.700,1,0,NaN
Stictotrypa,443.700,428.200,1,0,NaN
Stictozoster,290.100,272.500,2,1,0.0312
Stigmacephalus,501.000,488.300,3,0,NaN
Stigmaspis,501.000,488.300,1,0,NaN
Stigmatella,460.900,443.700,3,0,NaN
Stigmatocythere,48.600,15.970,2,0,NaN
Stigmaulax,20.430,0.012,108,60,0.0135
Stigmodera,65.500,61.700,1,0,NaN
Stikinoceras,221.500,215.560,16,0,NaN
Stiktocybele,457.500,455.800,1,1,0.1000
Stilifer,1.6,1.6,1,1,0.0020
Stilpnotreta,501.000,498.500,1,0,NaN
Stinocrinus,345.300,345.000,1,0,NaN
Stioderma,318.100,272.500,5,3,0.1795
Stirpulina,48.600,3.600,13,2,0.0004
Stolbovoceras,466.000,460.900,1,0,NaN
Stoliczkaia,109.000,93.500,22,14,0.0271
Stolidotus,436.000,428.200,1,0,NaN
Stolleyites,242.000,232.000,3,2,0.2108
Stolmorhynchia,164.700,161.200,5,5,0.0130
Stolzenburgiella,235.000,201.600,1,0,NaN
Stomachetosella,33.900,0.126,5,0,NaN
Stomatella,5.332,0.012,8,0,NaN
Stomatia,15.970,11.608,1,0,NaN
Stomatograptus,436.000,426.200,9,0,NaN
Stomatopora,235.000,89.300,3,1,0.0181
Stomatoporina,58.700,48.600,1,1,0.0556
Stomechinus,167.700,164.700,1,0,NaN
Stomiocrinus,279.500,272.500,2,0,NaN
Stomohamites,105.300,93.500,4,0,NaN
Stoppaniceras,247.200,235.000,2,2,0.0762
Stossichia,83.500,20.430,5,2,0.0005
Stralopecten,3.600,2.588,2,0,NaN
Stramentella,150.800,140.200,2,0,NaN
Stramonita,23.030,0.00427,59,8,0.0022
Strandoceras,466.000,460.900,1,1,1.0000
Strangulites,457.500,455.800,1,0,NaN
Straparollus,455.800,254.000,39,3,0.0064
Strataster,391.900,383.700,5,1,0.7368
Streblites,155.700,150.800,2,0,NaN
Strebloceras,33.900,15.900,4,0,NaN
Streblochondria,376.100,252.300,75,17,0.0411
Streblocrinus,388.100,383.700,1,0,NaN
Strebloplax,326.400,318.100,1,0,NaN
Streblopteria,364.700,252.300,149,68,0.1159
Streblopterinella,251.300,247.200,5,0,NaN
Streblotrypa,388.100,254.000,36,4,0.0043
Streblotrypella,345.300,342.800,1,0,NaN
Strenuaeva,520.000,513.000,3,1,0.1429
Strenuella,520.000,501.000,8,0,NaN
Strephinia,109.000,99.600,3,0,NaN
Strephoneura,279.500,268.000,4,4,0.0166
Strepsidura,65.500,28.400,52,19,0.0088
Streptacis,314.600,70.600,8,3,0.0052
Streptelasma,452.000,360.700,47,0,NaN
Streptis,443.700,422.900,6,4,0.0080
Streptochetus,61.700,2.588,47,27,0.0061
Streptodictyon,33.900,11.608,49,28,0.0190
Streptograptus,436.000,428.200,21,0,NaN
Streptopelma,15.970,11.608,3,0,NaN
Streptorhynchus,360.700,252.300,96,34,0.1934
Streptotrochus,455.800,412.300,5,1,0.0158
Strepulites,388.100,383.700,2,0,NaN
Strettonia,520.000,516.000,1,0,NaN
Striacoceras,388.100,383.700,3,0,NaN
Striactaeonina,196.500,183.000,6,6,0.0202
Striapustula,295.000,265.000,16,2,0.1147
Striarca,83.500,0.000,311,239,0.0334
Striaticostatum,83.500,65.500,40,35,0.0055
Striatifera,326.400,252.300,3,1,0.8937
Striatochonetes,388.100,383.700,33,0,NaN
Striatoconulus,183.000,161.200,4,1,0.0103
Striatopora,416.000,345.000,7,0,NaN
Striatosirenites,235.000,205.600,3,0,NaN
Striatospica,259.000,254.000,3,0,NaN
Striatostyliolina,409.100,383.700,4,1,1.0000
Striazyga,235.000,221.500,2,2,0.0833
Stricklandia,443.700,428.200,110,88,0.1444
Strictagnostus,501.000,488.300,4,4,0.0131
Strigilla,37.200,0.000,54,17,0.0032
Strigoceras,171.600,167.700,1,0,NaN
Strigogoniatites,268.000,252.300,7,0,NaN
Strigulla,279.500,272.500,2,2,0.0179
Striispirifer,436.000,418.700,35,7,0.5704
Striithyris,164.700,161.200,1,0,NaN
Strimplecrinus,360.700,353.800,1,1,0.0455
Stringocephalus,383.700,376.100,1,0,NaN
Stringophyllum,412.300,383.700,3,0,NaN
Striochondria,290.100,265.000,5,5,0.0511
Striochonetes,290.100,268.000,2,1,0.8889
Striostrea,65.500,2.588,7,0,NaN
Strioterebrum,33.900,0.000,377,134,0.0067
Strioturbonilla,23.030,0.012,7,3,0.0007
Strobeus,391.900,247.200,100,51,0.0387
Strobilops,0.126,0.012,2,0,NaN
Stroboceras,326.400,314.600,3,0,NaN
Stromatocerium,460.900,443.700,3,1,0.0455
Stromatocystites,513.000,505.000,3,0,NaN
Stromatopora,422.900,360.700,7,0,NaN
Stromatoporella,412.300,409.100,1,0,NaN
Stromatoporina,150.800,145.500,1,1,0.0182
Strombiformis,33.900,0.012,22,7,0.0028
Strombina,17.4,0.012,126,48,0.0115
Strombinella,10.5,2.9,5,3,0.0046
Strombinophos,15.970,1.6,37,12,0.0047
Strombodes,428.200,426.200,1,0,NaN
Strombopugnellus,28.400,23.030,2,0,NaN
Strombus,28.400,0.000,286,79,0.0101
Strongylites,201.600,196.500,2,2,0.0238
Strongylocentrotus,3.600,0.000,31,1,0.0021
Strophalosia,383.700,252.300,75,22,0.1297
Strophalosiina,265.000,259.000,3,0,NaN
Strophochonetes,436.000,391.900,25,4,0.2701
Strophodonta,449.500,360.700,200,18,0.0726
Strophomena,460.900,391.900,131,10,0.0347
Strophonella,443.700,376.100,67,22,0.0299
Strophonelloides,383.700,376.100,3,0,NaN
Strophopleura,353.800,342.800,1,0,NaN
Strophostylus,436.000,306.950,10,0,NaN
Strotactinus,478.600,468.100,2,0,NaN
Strotostoma,268.000,254.000,3,1,0.6667
Struthiochenopus,70.600,5.332,32,24,0.3514
Struthiolarella,65.500,2.588,33,1,0.0323
Struthiolaria,61.700,0.126,26,0,NaN
Struthiolariopsis,65.500,55.800,1,0,NaN
Struthioptera,85.800,61.700,77,67,0.0825
Struveaspis,391.900,388.100,1,0,NaN
Struveria,426.200,422.900,1,0,NaN
Studeria,23.030,15.970,4,0,NaN
Stueria,167.700,28.400,6,1,0.0011
Stuertzaster,421.300,418.700,2,0,NaN
Stuoraxis,175.600,161.200,5,1,0.0221
Sturia,247.200,235.000,7,1,0.0714
Stutchburia,318.100,252.300,97,17,0.0145
Stygina,460.900,445.600,3,0,NaN
Stylangia,145.500,130.000,1,0,NaN
Stylaster,37.200,1.7,4,0,NaN
Stylina,164.700,37.200,18,2,0.1882
Styliola,3.6,1.6,8,5,0.0041
Styliolina,422.900,376.100,56,4,0.0435
Stylionowakia,409.100,391.900,1,0,NaN
Stylocoenia,61.700,18.2,9,1,0.0093
Stylocoeniella,23.030,0.781,2,0,NaN
Stylocora,13.650,12.700,1,0,NaN
Stylocyathus,70.600,65.500,1,0,NaN
Stylohelia,99.600,93.500,1,0,NaN
Stylonema,416.000,360.700,12,9,0.3295
Stylonurella,428.200,418.700,2,0,NaN
Stylonuroides,428.200,426.200,1,0,NaN
Stylonurus,416.000,391.900,2,1,0.5000
Stylophora,70.600,3.9,42,5,0.0305
Stylophyllopsis,196.500,15.970,13,2,0.2067
Stylopoma,11.3,1.6,7,7,0.0033
Stylosmilia,161.200,65.500,8,0,NaN
Styrites,221.500,215.560,1,0,NaN
Suavodrillia,33.900,2.588,9,1,0.0010
Subanarcestes,402.500,388.100,1,0,NaN
Subansiria,295.000,265.000,16,5,0.1830
Subarrectocrinus,298.900,295.000,1,0,NaN
Subascosymplegma,268.000,259.000,3,0,NaN
Subbonarellia,164.700,161.200,3,3,0.0321
Subcancilla,20.430,1.6,67,39,0.0045
Subcollina,171.600,167.700,2,0,NaN
Subcolumbites,251.300,247.200,1,0,NaN
Subcraspedites,150.800,140.200,10,0,NaN
Subcuspidella,409.100,383.700,6,0,NaN
Subdichotomoceras,155.700,145.500,9,0,NaN
Subdoloceras,412.300,409.100,2,2,0.0516
Subemarginula,2.588,0.781,2,0,NaN
Subfengshanites,251.300,247.200,8,0,NaN
Subflemingites,251.300,247.200,2,0,NaN
Subglobosochonetes,345.300,342.800,2,0,NaN
Subgrossouvria,164.700,161.200,2,1,0.0625
Subkargalites,306.950,303.400,1,0,NaN
Subligaculum,388.100,383.700,3,0,NaN
Sublobalocrinus,303.400,302.200,2,0,NaN
Sublunuloceras,161.200,155.700,1,0,NaN
Submeekoceras,252.300,247.200,2,0,NaN
Submortoniceras,85.800,70.600,15,2,0.7071
Subolenekites,251.300,247.200,22,6,0.0944
Subperrinites,295.000,290.100,3,0,NaN
Subplanites,155.700,150.800,1,0,NaN
Subprionocyclus,93.500,89.300,5,0,NaN
Subprionotropis,93.500,85.800,2,0,NaN
Subptychoceras,83.500,70.600,1,0,NaN
Subrensselandia,391.900,383.700,8,0,NaN
Substeueroceras,150.800,145.500,8,0,NaN
Subtaeniothaerus,268.000,259.000,6,2,0.8528
Subula,20.430,13.650,3,0,NaN
Subulites,478.600,254.000,16,1,0.0109
Subvinalesphinctes,161.200,155.700,2,0,NaN
Subvishnuites,251.300,247.200,1,0,NaN
Succinea,11.608,0.126,2,1,0.2143
Succinodon,65.500,61.700,1,1,1.0000
Sucia,99.600,65.500,1,1,1.0000
Sudanomocarina,513.000,501.000,4,0,NaN
Sudeticeras,345.300,326.400,3,0,NaN
Sudonassarius,55.800,33.900,12,0,NaN
Suecoceras,463.500,460.900,1,0,NaN
Sueroa,318.100,306.950,7,0,NaN
Sueroceras,318.100,314.600,4,0,NaN
Suessonia,61.700,58.700,11,10,0.0143
Sukashitrochus,33.900,20.430,2,1,0.0014
Suksunoedischia,279.500,272.500,1,1,0.0029
Sulcataria,303.400,279.500,3,2,0.0152
Sulcatospira,460.900,449.500,3,0,NaN
Sulcatostrophia,383.700,376.100,7,2,0.0033
Sulcella,388.100,252.300,6,0,NaN
Sulcicosta,279.500,268.000,2,1,1.0000
Sulciplica,298.900,259.000,50,21,0.0587
Sulcirhynchia,125.450,122.460,1,1,0.0025
Sulcirugaria,259.000,252.300,13,13,0.0912
Sulcispiriferina,254.000,252.300,4,1,0.0041
Sulcoactaeon,175.600,136.400,74,33,0.0176
Sulcobuccinum,70.600,37.200,6,0,NaN
Sulcocephalus,501.000,488.300,2,0,NaN
Sulcocypraea,33.900,28.400,2,0,NaN
Sulcoindivisia,295.000,290.100,4,0,NaN
Sulcoretepora,409.100,254.000,64,11,0.0423
Sulcoretusa,70.600,0.012,37,29,0.0060
Sulcularia,20.430,2.588,8,0,NaN
Sulevorthis,466.000,443.700,2,2,0.0516
Sulioticeras,251.300,247.200,1,1,1.0000
Suloceras,412.300,409.100,1,1,0.0750
Sumixam,311.450,306.950,1,0,NaN
Sundabittium,48.600,37.200,1,0,NaN
Sundacrinus,290.100,279.500,1,0,NaN
Sunella,520.000,33.900,2,0,NaN
Sunetta,33.900,0.012,10,1,0.0003
Sunnaginia,530.000,516.000,2,0,NaN
Superstes,58.700,37.200,7,2,0.7071
Supratoarcina,180.100,175.600,2,0,NaN
Suprazonalia,259.000,254.000,1,0,NaN
Surcula,48.600,3.600,23,0,NaN
Surculites,65.500,0.012,52,11,0.0049
Surculoma,55.800,37.200,13,11,0.0017
Suria,478.600,466.000,2,2,0.1741
Suriaspis,478.600,466.000,2,0,NaN
Suriorthis,478.600,468.100,1,0,NaN
Surites,145.500,136.400,24,0,NaN
Sushkinia,272.500,268.000,2,2,0.0094
Sutherlandia,353.800,345.300,2,0,NaN
Sutneria,150.800,145.500,2,0,NaN
Svalbardia,290.100,268.000,11,7,0.1062
Svalbardiceras,251.300,247.200,7,2,0.2335
Svalbardphyllum,295.000,290.100,1,1,0.5000
Sveltella,61.700,33.900,28,14,0.0011
Sveltia,55.800,2.588,37,23,0.0042
Sverdrupites,272.500,268.000,13,1,0.3704
Svetlanoceras,298.900,290.100,10,4,0.0558
Svobodaina,457.500,455.800,13,0,NaN
Swainocythere,13.650,11.608,1,0,NaN
Swainsonia,15.970,11.608,2,0,NaN
Swantonia,530.000,513.000,1,0,NaN
Swartpuntia,542.000,516.000,3,1,1.0000
Sycophantia,478.600,468.100,1,0,NaN
Sycostoma,65.500,33.900,25,7,0.0006
Sydaphera,13.650,0.012,7,1,0.0003
Sygcaulocrinus,452.000,443.700,2,0,NaN
Sylphalula,318.100,314.600,1,1,0.0041
Sylvabestia,279.500,272.500,1,1,0.0182
Sylvaclinicus,279.500,272.500,1,1,0.0029
Sylvacoleodes,279.500,272.500,1,1,0.0059
Sylvacoleus,279.500,272.500,1,1,0.0182
Sylvaella,279.500,272.500,2,2,0.0426
Sylvaelytron,279.500,272.500,1,1,0.0029
Sylvafossor,279.500,272.500,1,1,0.0175
Sylvalitoralis,279.500,272.500,2,2,0.0175
Sylvaphlebia,279.500,272.500,2,2,0.0501
Sylvaprisca,279.500,268.000,4,4,0.0135
Sylvardembia,279.500,272.500,3,3,0.0071
Sylvastriga,279.500,272.500,1,1,0.0029
Sylvictor,279.500,272.500,1,1,0.0029
Sylvidelia,279.500,272.500,1,1,0.1429
Sylviodes,279.500,272.500,2,2,0.0304
Sylvoedischia,279.500,268.000,3,3,0.0047
Sylvohymen,279.500,272.500,2,2,0.0124
Sylvonympha,279.500,272.500,1,1,0.0417
Sylvopanorpa,279.500,272.500,1,1,0.0526
Sylvophenoptera,279.500,272.500,2,2,0.0072
Symmetrocapulus,164.700,112.030,2,0,NaN
Symphysops,466.000,445.600,8,0,NaN
Symphysurina,488.300,478.600,12,0,NaN
Symphysurus,488.300,466.000,22,0,NaN
Symphythyris,140.200,136.400,20,16,0.0882
Sympolycyclus,235.000,221.500,7,0,NaN
Synaptites,161.200,28.400,7,1,1.0000
Synaptocochlea,5.332,0.000,4,0,NaN
Synaptocrinus,388.100,383.700,4,3,0.0588
Synarmocrinus,303.400,302.200,1,0,NaN
Synartinskia,272.500,268.000,1,0,NaN
Synastrea,140.200,93.500,4,1,0.0435
Synbathocrinus,388.100,290.100,17,6,0.0149
Syncera,0.126,0.012,1,0,NaN
Syncyclonema,360.700,61.700,246,206,0.0344
Syngastrioceras,318.100,314.600,5,0,NaN
Synhelia,140.200,122.460,1,0,NaN
Synhomalonotus,478.600,460.900,4,0,NaN
Synocladia,259.000,254.000,1,0,NaN
Synocladiella,279.500,272.500,2,0,NaN
Synomaloptila,279.500,272.500,1,1,0.0526
Synorthophlebia,183.000,182.000,1,1,0.0027
Synphoria,416.000,412.300,2,0,NaN
Syntomodrillia,33.900,0.781,37,29,0.0036
Syntomopterus,416.000,409.100,1,0,NaN
Syntonoptera,311.450,306.950,1,1,0.0182
Syntrophia,443.700,428.200,1,0,NaN
Syntrophina,488.300,449.500,9,3,0.1623
Syntrophopsis,488.300,476.800,5,0,NaN
Sypharoptera,311.450,306.950,1,1,0.0182
Syrella,290.100,252.300,32,28,0.0515
Syringaxon,422.900,388.100,17,0,NaN
Syringoceras,242.000,205.600,3,0,NaN
Syringoclemis,295.000,290.100,42,42,0.0204
Syringonautilus,251.300,247.200,1,0,NaN
Syringopora,449.500,279.500,36,0,NaN
Syringoporella,412.300,409.100,1,0,NaN
Syringospira,370.600,364.700,2,0,NaN
Syringothyris,370.600,252.300,63,5,0.1420
Syrinx,0.126,0.012,1,0,NaN
Syrnola,65.500,0.012,114,67,0.0012
Syspacephalus,516.000,501.000,9,2,0.8151
Syspacheilus,513.000,501.000,3,0,NaN
Syzygophyllia,3.9,3.9,1,0,NaN
Szechuanolenus,516.000,513.000,1,0,NaN
Tabantalites,298.900,290.100,4,2,0.0231
Tabellina,290.100,279.500,21,14,0.0204
Tabulipora,336.000,268.000,70,49,0.1066
Tabulophyllum,402.500,376.100,16,1,0.0030
Tachylasma,259.000,254.000,1,0,NaN
Tachyrhynchus,2.588,0.000,8,0,NaN
Tactilispina,15.970,11.608,2,0,NaN
Tadschikia,445.600,412.300,3,0,NaN
Taemostrophia,409.100,391.900,1,0,NaN
Taeniactis,443.700,428.200,1,0,NaN
Taeniaster,466.000,449.500,3,0,NaN
Taenicephalus,542.000,488.300,1,0,NaN
Taeniodictya,345.300,342.800,2,0,NaN
Taeniopora,409.100,383.700,16,2,0.0042
Taeniothaerus,295.000,252.300,111,20,0.0633
Taffertia,183.000,182.000,3,1,1.0000
Taffia,466.000,463.500,1,1,0.0370
Tafilaltia,466.000,449.500,4,0,NaN
Tagelus,37.200,0.00427,102,22,0.0071
Tahua,247.200,212.000,5,0,NaN
Taihungshania,488.300,466.000,43,0,NaN
Taimanawa,37.200,36.000,1,0,NaN
Taimyrella,295.000,279.500,2,0,NaN
Taimyria,272.500,252.300,10,0,NaN
Taimyrodon,251.300,235.000,13,0,NaN
Taimyrokolymia,268.000,265.000,1,0,NaN
Taimyrolobia,235.000,232.000,1,1,0.7647
Taimyronectes,247.200,242.000,1,0,NaN
Taimyrothyris,161.200,136.400,73,60,0.0550
Tainionautilus,251.300,247.200,1,0,NaN
Tainoceras,303.400,252.300,20,2,0.0243
Tainuirhynchia,161.200,155.700,2,0,NaN
Taioma,70.600,15.970,32,13,0.0306
Taklamakania,449.500,443.700,1,0,NaN
Talabrica,2.588,0.781,1,0,NaN
Talahabia,15.970,11.608,1,0,NaN
Talantodiscus,242.000,189.600,4,0,NaN
Taldycupes,254.000,252.300,2,2,0.0714
Tallinnella,466.000,452.000,56,30,0.0320
Talochlamys,65.500,0.126,24,0,NaN
Talovkorhynchia,112.030,105.300,1,1,0.0714
Talpina,391.900,155.700,5,2,0.0041
Tambanella,268.000,252.300,25,0,NaN
Tamiosoma,23.030,15.970,1,0,NaN
Tanchiashanites,279.500,272.500,1,0,NaN
Tancredia,205.600,61.700,96,47,0.0117
Tancrediopsis,460.900,412.300,11,1,0.0132
Tanea,40.400,0.000,31,2,0.0196
Tanglangia,520.000,516.000,1,0,NaN
Tangxiangia,391.900,388.100,2,0,NaN
Tangyagraptus,449.500,445.600,6,0,NaN
Taniella,70.600,5.332,18,2,0.0237
Tannudiscus,513.000,501.000,1,0,NaN
Tannuolina,520.000,516.000,1,0,NaN
Tannuspirifer,428.200,418.700,8,0,NaN
Tantunia,105.300,99.600,1,1,0.0006
Tanus,247.200,242.000,1,1,0.0057
Tanypsycha,183.000,182.000,1,1,0.1667
Tapajotia,314.600,306.950,2,0,NaN
Tapashanites,254.000,252.300,5,0,NaN
Tapes,93.500,0.000,64,8,0.0193
Taphrostomia,33.900,28.400,1,1,0.0003
Tapinocrinus,279.500,272.500,3,0,NaN
Taramelliceras,164.700,150.800,5,2,0.0055
Taranis,33.900,3.600,5,1,0.0030
Taras,61.700,3.600,15,0,NaN
Tarbellastraea,28.400,12.700,4,0,NaN
Tardeceras,232.000,221.500,1,1,0.7143
Tarebia,33.900,0.012,9,4,0.0266
Tarfaya,488.300,478.600,2,0,NaN
